survived,pclass,age,sibsp,parch,fare,adult_male,alone,sex_male,embarked_Q,embarked_S,class_Second,class_Third,who_man,who_woman,deck_B,deck_C,deck_D,deck_E,deck_F,deck_G,embark_town_Queenstown,embark_town_Southampton,alive_yes
0,3,0.04498617743151546,3,2,27.9,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False
0,1,,0,0,27.7208,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
1,3,,1,1,15.2458,True,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True
1,2,0.35913546117114853,0,0,10.5,False,True,False,False,True,True,False,False,True,False,False,False,False,True,False,False,True,True
0,3,0.23347574767529528,0,0,8.1583,True,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False
1,3,0.20834380497612465,4,2,7.925,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,True
0,3,0.32143754712239253,2,0,8.6625,True,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False
0,2,0.39683337521990447,0,0,10.5,True,True,True,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False
0,3,0.19577783362653933,5,2,46.9,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False
0,2,0.2586076903744659,0,0,73.5,True,True,True,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False
0,3,0.32143754712239253,1,0,14.4542,True,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
1,3,0.39683337521990447,0,0,56.4958,True,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,True
0,3,0.3088715757728072,0,0,7.65,True,True,True,False,True,False,True,True,False,False,False,False,False,True,False,False,True,False
0,3,,0,0,7.8958,True,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False
0,3,,0,0,8.05,True,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False
1,2,0.005152048253329982,0,2,29.0,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,True
1,3,0.37170143252073384,0,0,12.475,False,True,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,True
0,3,0.2711736617240513,0,0,9.0,True,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False
1,3,0.35913546117114853,0,0,9.5,True,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,True
1,3,,0,0,7.7875,False,True,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,True
0,1,0.3465694898215632,0,0,47.1,True,True,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False
1,2,0.20834380497612465,0,0,10.5,False,True,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True,True
1,3,0.4093993465694898,3,0,15.85,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,True
0,3,0.19577783362653933,1,3,34.375,True,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False
0,3,,0,0,8.05,True,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False
1,1,0.2837396330736366,3,2,263.0,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,True
0,3,0.2963056044232219,0,0,8.05,True,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False
0,3,0.35913546117114853,0,0,8.05,True,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False
0,3,0.24604171902488062,0,0,7.8542,True,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False
0,1,0.572756974114099,1,0,61.175,True,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False
0,3,0.32143754712239253,1,2,20.575,True,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False
0,3,0.7361146016587082,0,0,7.25,True,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False
0,3,,0,0,8.05,True,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False
0,1,0.8869062578537321,0,0,34.6542,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
1,1,0.2837396330736366,0,1,63.3583,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True
1,2,0.42196531791907516,0,1,23.0,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True,True
0,2,0.42196531791907516,1,0,26.0,True,False,True,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False
0,3,0.3465694898215632,0,0,7.8958,False,True,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False
0,3,,0,0,7.8958,True,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False
0,1,0.2586076903744659,0,1,77.2875,True,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False
0,3,0.4093993465694898,0,0,8.6542,True,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False
0,3,0.4596632319678311,2,0,7.925,True,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False
0,3,0.3465694898215632,0,0,7.8958,True,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False
1,3,0.2586076903744659,0,0,7.65,False,True,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,True
1,3,,0,0,7.775,True,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,True
0,3,0.4722292033174164,0,0,7.8958,True,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False
1,3,,1,0,24.15,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,True
0,1,0.5853229454636844,0,0,52.0,True,True,True,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False
0,3,0.17692887660216136,1,0,14.4542,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
0,3,0.2711736617240513,0,0,8.05,True,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False
0,3,0.24604171902488062,1,0,9.825,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False
0,3,0.20834380497612465,0,0,14.4583,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False
0,3,0.2586076903744659,0,0,7.925,True,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False
0,3,0.8806232721789394,0,0,7.75,True,True,True,True,False,False,True,True,False,False,False,False,False,False,False,True,False,False
0,2,0.35913546117114853,1,0,21.0,True,False,True,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False
0,1,0.2963056044232219,0,1,247.5208,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False
0,3,0.01985423473234481,4,2,31.275,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False
0,2,0.2586076903744659,2,0,73.5,True,False,True,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False
0,3,,0,0,8.05,True,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False
0,2,0.40311636089469716,1,0,30.0708,True,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False
1,2,0.40311636089469716,0,0,13.0,False,True,False,False,True,True,False,False,True,False,False,False,True,False,False,False,True,True
0,1,0.6732847449107816,0,1,77.2875,True,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False
1,3,0.14551394822819805,1,0,11.2417,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
0,3,,0,0,7.75,True,True,True,True,False,False,True,True,False,False,False,False,False,False,False,True,False,False
1,3,0.2963056044232219,0,0,7.1417,True,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,True
1,3,,1,1,22.3583,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True
0,3,0.5601910027645137,0,0,6.975,True,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False
0,3,0.4093993465694898,0,0,7.8958,True,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
0,3,0.24604171902488062,0,0,7.05,True,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False
0,3,0.5853229454636844,1,0,14.5,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False
1,2,0.35913546117114853,1,0,26.0,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True,True
0,2,0.3088715757728072,0,0,13.0,True,True,True,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False
0,2,0.2837396330736366,0,0,15.0458,True,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False
1,1,0.23347574767529528,0,2,26.2833,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,True
0,1,0.4596632319678311,1,0,53.1,True,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False
0,3,0.19577783362653933,0,0,9.2167,True,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False
0,1,0.2963056044232219,0,0,79.2,True,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False
0,3,,0,2,15.2458,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False
1,3,0.2711736617240513,0,0,7.75,False,True,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,True
1,3,0.2963056044232219,1,0,15.85,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,True
0,3,0.23347574767529528,0,0,6.75,True,True,True,True,False,False,True,True,False,False,False,False,False,False,False,True,False,False
0,2,0.22090977632570996,0,0,11.5,True,True,True,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False
0,2,0.23347574767529528,1,1,36.75,True,False,True,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False
1,3,0.33400351847197784,0,0,7.7958,True,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,True
0,3,0.10781603417944208,2,2,34.375,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False
0,2,0.4533802462930384,0,2,26.0,True,False,True,False,True,True,False,True,False,False,False,False,False,True,False,False,True,False
0,2,0.5224930887157577,0,0,13.0,True,True,True,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False
0,2,0.6355868308620256,0,0,12.525,True,True,True,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False
1,1,0.2711736617240513,1,0,66.6,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,True
0,3,0.6921337019351596,0,0,8.05,True,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False
0,3,0.5036441316913798,0,2,14.5,True,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False
0,3,,0,0,7.3125,True,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False
0,1,0.6355868308620256,0,1,61.3792,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
1,3,0.19577783362653933,0,0,7.7333,False,True,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,True
0,3,0.37170143252073384,0,0,8.05,True,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False
0,3,,0,0,8.6625,True,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False
0,3,,8,2,69.55,True,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False
0,3,0.5476250314149284,0,1,16.1,True,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False
1,2,0.4973611460165871,0,0,15.75,False,True,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True,True
0,3,0.32143754712239253,0,0,7.775,True,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False
0,3,0.20834380497612465,0,0,8.6625,True,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False
0,3,0.007288263382759489,4,1,39.6875,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False
1,3,0.10781603417944208,0,2,20.525,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,True
1,1,,0,1,55.0,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,True
0,3,0.5601910027645137,1,4,27.9,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False
0,1,,0,0,25.925,True,True,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False
0,3,0.3465694898215632,0,0,56.4958,True,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False
0,1,0.7612465443578789,0,0,33.5,True,True,True,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False
0,3,0.04498617743151546,4,1,29.125,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False
1,3,0.007288263382759489,1,1,11.1333,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,True
0,3,0.2586076903744659,0,0,7.925,True,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False
0,1,0.6984166876099522,0,0,30.6958,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
0,3,0.22090977632570996,1,1,7.8542,True,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False
0,3,,3,1,25.4667,True,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False
0,1,0.6230208595124404,0,0,28.7125,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False
0,2,0.37170143252073384,0,0,13.0,True,True,True,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False
0,3,0.4470972606182458,0,0,0.0,True,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False
0,3,,8,2,69.55,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False
0,2,,0,0,15.05,True,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False
0,3,0.10781603417944208,4,2,31.3875,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False
1,2,0.007288263382759489,2,1,39.0,False,False,True,False,True,True,False,False,False,False,False,False,False,True,False,False,True,True
1,3,0.04498617743151546,0,2,22.025,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,True
0,1,,0,0,50.0,True,True,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False
1,3,,1,0,15.5,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,True
1,1,0.5601910027645137,0,0,26.55,True,True,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,True
0,3,0.4973611460165871,1,1,15.5,True,False,True,True,False,False,True,True,False,False,False,False,False,False,False,True,False,False
0,3,0.4470972606182458,0,0,7.8958,True,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False
1,2,0.39683337521990447,0,0,13.0,False,True,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True,True
0,2,0.23347574767529528,0,0,13.0,True,True,True,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False
1,3,0.23347574767529528,1,0,7.8542,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,True
1,2,0.032420206081930136,1,1,26.0,False,False,True,False,True,True,False,False,False,False,False,False,False,True,False,False,True,True
1,1,0.5476250314149284,0,0,27.7208,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True
1,1,0.7235486303091229,0,0,146.5208,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True
0,3,,0,0,7.75,True,True,True,True,False,False,True,True,False,False,False,False,False,False,False,True,False,False
0,3,0.5224930887157577,0,1,8.4042,True,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False
1,3,,0,0,7.75,False,True,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,True
0,2,0.2963056044232219,0,0,13.0,False,True,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False
0,3,0.3465694898215632,0,0,9.5,True,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False
0,3,,8,2,69.55,True,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False
0,3,0.42196531791907516,0,0,6.4958,True,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False
0,3,0.5664739884393063,0,0,7.225,True,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
1,3,0.22090977632570996,0,0,8.05,True,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,True
0,3,0.01985423473234481,0,1,10.4625,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False
0,3,0.39683337521990447,1,0,15.85,True,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False
1,3,0.32143754712239253,0,0,18.7875,True,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True
1,3,0.19577783362653933,0,0,7.75,False,True,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,True
1,1,0.4973611460165871,0,0,31.0,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
0,3,0.2963056044232219,0,0,7.05,True,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False
1,2,0.43453128926866047,0,0,21.0,False,True,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True,True
0,3,0.2711736617240513,0,0,7.25,True,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False
0,2,0.37170143252073384,0,0,13.0,True,True,True,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False
0,3,,1,0,7.75,True,False,True,True,False,False,True,True,False,False,False,False,False,False,False,True,False,False
1,1,0.38426740387031916,1,0,113.275,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True
1,3,0.33400351847197784,0,0,7.925,False,True,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,True
0,2,0.5224930887157577,1,0,27.0,True,False,True,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False
1,1,0.39683337521990447,0,0,76.2917,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True
0,2,0.37170143252073384,0,0,10.5,True,True,True,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False
1,3,0.19577783362653933,0,0,8.05,True,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,True
0,2,0.33400351847197784,0,0,13.0,True,True,True,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False
0,3,0.6355868308620256,0,0,8.05,True,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False
0,3,,0,0,7.8958,True,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False
1,1,0.4722292033174164,1,0,90.0,True,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,True,True
0,3,0.2711736617240513,0,0,9.35,True,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False
1,2,0.23347574767529528,0,0,10.5,True,True,True,False,True,True,False,True,False,False,False,False,False,False,False,False,True,True
0,3,0.2523247046996733,0,0,7.25,True,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False
0,2,0.22090977632570996,0,0,13.0,True,True,True,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False
0,3,,3,1,25.4667,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False
1,1,0.43453128926866047,1,0,83.475,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,True
0,3,0.35913546117114853,0,0,7.775,True,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False
0,2,0.7361146016587082,0,0,13.5,True,True,True,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False
1,3,0.05755214878110078,4,2,31.3875,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,True
0,2,0.2963056044232219,0,0,10.5,True,True,True,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False
0,3,,0,0,7.55,False,True,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False
0,2,0.5476250314149284,1,0,26.0,True,False,True,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False
1,2,0.09525006282985675,0,2,26.25,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,True
0,2,0.23347574767529528,0,0,10.5,True,True,True,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False
0,2,0.4093993465694898,0,0,12.275,True,True,True,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False
0,3,,1,0,14.4542,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False
1,3,,1,0,15.5,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,True
0,2,0.35913546117114853,0,0,10.5,True,True,True,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False
0,3,0.2711736617240513,0,0,7.125,True,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False
0,3,0.37170143252073384,0,0,7.225,True,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
0,1,0.5476250314149284,2,0,90.0,True,False,True,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False
